epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
77,15418.6,0.97143,1.00633,0.4585,0.00153,0.26937,0.94286,0.93622,0.9647,0.80565,0.93244,0.9257,0.95255,0.62162,0.76175,0.90711,0.34422,0.0014,0,0.0002476,0.0002476,0.0002476
78,15618.1,0.97365,1.00269,0.46612,0.00153,0.27876,0.93434,0.94184,0.96532,0.80499,0.92347,0.93241,0.95294,0.62352,0.76317,0.91717,0.34479,0.0014,0,0.0002377,0.0002377,0.0002377
79,15817.9,0.95902,1.00178,0.45585,0.00152,0.26529,0.93334,0.94183,0.96444,0.80711,0.92357,0.9326,0.95351,0.62505,0.75627,0.9084,0.34203,0.0014,0,0.0002278,0.0002278,0.0002278
80,16017.9,0.95727,0.99357,0.45076,0.00152,0.26532,0.93352,0.93777,0.96496,0.80726,0.92449,0.92553,0.95214,0.62468,0.76237,0.91095,0.34984,0.0014,0,0.0002179,0.0002179,0.0002179
81,16217.8,0.9592,0.99913,0.45156,0.00152,0.25989,0.92829,0.94214,0.96558,0.80754,0.91808,0.93282,0.95362,0.62465,0.75616,0.90765,0.34721,0.00139,0,0.000208,0.000208,0.000208
82,16417.2,0.96304,1.00493,0.44961,0.0015,0.26597,0.9317,0.94531,0.96546,0.80676,0.92069,0.93456,0.95349,0.62262,0.75833,0.90784,0.34575,0.00139,0,0.0001981,0.0001981,0.0001981
83,16617,0.95495,0.98514,0.4385,0.0015,0.25217,0.93999,0.93572,0.96622,0.80938,0.93124,0.92632,0.95478,0.62958,0.7532,0.89748,0.34061,0.00138,0,0.0001882,0.0001882,0.0001882
84,16816.9,0.95969,0.99555,0.44643,0.0015,0.25639,0.93549,0.94528,0.96589,0.8086,0.92484,0.93449,0.95476,0.62763,0.76149,0.90689,0.34303,0.0014,0,0.0001783,0.0001783,0.0001783
85,17017.4,0.9567,0.99373,0.44372,0.0015,0.25752,0.93513,0.94504,0.96591,0.80816,0.92674,0.92897,0.95365,0.62273,0.75406,0.89601,0.34456,0.00138,0,0.0001684,0.0001684,0.0001684
86,17217.7,0.95771,0.99683,0.44499,0.0015,0.25226,0.93906,0.94393,0.96695,0.80956,0.9289,0.93391,0.9545,0.62262,0.75333,0.90057,0.34241,0.00139,0,0.0001585,0.0001585,0.0001585
87,17417.6,0.95246,0.98472,0.43468,0.00148,0.24875,0.93256,0.94323,0.96584,0.80778,0.92118,0.93236,0.95275,0.62451,0.75299,0.89772,0.34024,0.00139,0,0.0001486,0.0001486,0.0001486
88,17617.3,0.94892,0.98197,0.43972,0.00149,0.25147,0.93513,0.94214,0.96656,0.80877,0.92404,0.93159,0.95341,0.62356,0.75528,0.89977,0.34286,0.00139,0,0.0001387,0.0001387,0.0001387
89,17817.1,0.94177,0.97318,0.43191,0.00148,0.24283,0.93997,0.93871,0.96531,0.80908,0.92791,0.93138,0.95336,0.62403,0.75447,0.89703,0.34418,0.00139,0,0.0001288,0.0001288,0.0001288
90,18017.1,0.94374,0.97727,0.43107,0.00149,0.23959,0.93407,0.94037,0.96544,0.80966,0.92268,0.93292,0.95427,0.62488,0.75213,0.89984,0.34374,0.00138,0,0.0001189,0.0001189,0.0001189
91,18234.5,0.86839,0.94776,0.37211,0.00158,0.16185,0.93513,0.94104,0.96552,0.80592,0.9258,0.92747,0.95132,0.61974,0.76256,0.90879,0.34567,0.0014,0,0.000109,0.000109,0.000109
92,18431.3,0.85949,0.94861,0.36476,0.00156,0.16107,0.93955,0.93696,0.9661,0.80808,0.92895,0.92685,0.9544,0.62511,0.75434,0.90352,0.34362,0.00138,0,9.91e-05,9.91e-05,9.91e-05
93,18627.7,0.85335,0.93049,0.36182,0.00156,0.15677,0.93677,0.93678,0.96611,0.809,0.92659,0.92547,0.95531,0.6232,0.75663,0.90507,0.34253,0.00139,0,8.92e-05,8.92e-05,8.92e-05
94,18823.9,0.84975,0.92885,0.35583,0.00155,0.15587,0.93768,0.94013,0.96701,0.80969,0.92713,0.92918,0.9553,0.62449,0.7538,0.90169,0.34309,0.00138,0,7.93e-05,7.93e-05,7.93e-05
95,19019.1,0.84318,0.92033,0.35253,0.00153,0.15165,0.93506,0.93877,0.96713,0.81009,0.9246,0.92683,0.95523,0.62504,0.75365,0.90162,0.34096,0.00138,0,6.94e-05,6.94e-05,6.94e-05
96,19215.4,0.8425,0.91863,0.3538,0.00153,0.15172,0.93388,0.93978,0.96647,0.81074,0.92398,0.92872,0.95399,0.62593,0.75074,0.90167,0.34137,0.00138,0,5.95e-05,5.95e-05,5.95e-05
97,19411.9,0.83861,0.92189,0.35136,0.00153,0.15232,0.9396,0.93855,0.96694,0.81122,0.92915,0.92852,0.95535,0.6267,0.74999,0.90025,0.33841,0.00138,0,4.96e-05,4.96e-05,4.96e-05
98,19608.7,0.84372,0.92652,0.35175,0.00155,0.15156,0.93765,0.9408,0.96679,0.8109,0.92746,0.93045,0.95548,0.62634,0.75139,0.89813,0.33977,0.00138,0,3.97e-05,3.97e-05,3.97e-05
99,19805.3,0.83711,0.91767,0.35036,0.00153,0.15046,0.93444,0.94558,0.96705,0.81198,0.92486,0.93366,0.95634,0.627,0.74854,0.89917,0.34076,0.00137,0,2.98e-05,2.98e-05,2.98e-05
100,20002.4,0.83679,0.91996,0.34659,0.00153,0.14844,0.93257,0.94485,0.96689,0.81164,0.92075,0.93278,0.95494,0.62646,0.75089,0.89931,0.3383,0.00138,0,1.99e-05,1.99e-05,1.99e-05
